REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,,,,,,
Gerald Moran,KS,Senate,Republican,KO,KO US,US,Coca Cola Co,Buy,9/25/2019,16001,Com,54.17,294,54.71,37.56,48.7,,,,,,
Gerald Moran,KS,Senate,Republican,MPC,MPC US,US,Marathon Petroleum Corp,Buy,9/25/2019,16001,Com,60.15,266,60.97,16.62,28.62,,,,,,
Gerald Moran,KS,Senate,Republican,OXY,OXY US,US,Occidental Petroleum Corp,Buy,9/25/2019,16001,Com,45.33,352,39.89,9.69,10.64,,,,,,
Gerald Moran,KS,Senate,Republican,TXN,TXN US,US,Texas Instruments Inc,Buy,9/25/2019,16001,Com,127.74,124,128.53,98.44,136.69,,,,,,
Gerald Moran,KS,Senate,Republican,V,V US,US,Visa Inc,Buy,9/25/2019,16001,Com A,175.28,90,187.57,135.74,195.52,,,,,,
Thomas Suozzi,NY,Congress,Democratic,HAL,HAL US,US,Halliburton Co,Buy,9/24/2019,32500,Com,19.49,1666,24.89,5.24,12.65,,,,,,
David Joyce,OH,Congress,Republican,MDY,MDY US,US,SPDR S&P Midcap 400 ETF,Buy,9/20/2019,8000,Unit,353.53,22,375.19,231.03,331.48,,,,,,
Cynthia Axne,IA,Congress,Democratic,WFC,WFC US,US,Wells Fargo & Co,Buy,9/9/2019,16001,Com,48.41,330,53.92,32.48,23.97,,,,,,
Cynthia Axne,IA,Congress,Democratic,SSNC,SSNC US,US,SS&C Technologies Holdings Inc,Buy,9/6/2019,8000,Com,48.9,162,59.08,57.09,59.37,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,QSR,QSR CN,CN,Restaurant Brands International Inc,Buy,9/2/2019,8000,Com NPV,76.59,104,65.55,59.41,54.92,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,PCRX,PCRX US,US,Pacira Biosciences Inc,Buy,8/23/2019,8000,Com,36.54,218,44.08,50.7,59.73,,,,,,
Thomas Suozzi,NY,Congress,Democratic,BA,BA US,US,Boeing Co,Buy,8/21/2019,8000,Com,339.99,22,367,338.88,169.58,,,,,,
Thomas Suozzi,NY,Congress,Democratic,URI,URI US,US,United Rentals Inc,Buy,8/21/2019,8000,Com,111.26,70,152.27,153.98,174.55,,,,,,
Thomas Suozzi,NY,Congress,Democratic,BYND,BYND US,US,Beyond Meat Inc,Buy,8/20/2019,32500,Com,153.97,210,79.72,122.03,125.35,,,,,,
Thomas Suozzi,NY,Congress,Democratic,SQ,SQ US,US,Square Inc,Buy,8/20/2019,32500,Com A,64.37,504,65.74,82.42,150.37,,,,,,
Thomas Suozzi,NY,Congress,Democratic,GLW,GLW US,US,Corning Inc,Buy,8/19/2019,8000,Com,27.89,286,29.02,27.97,32.11,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,MSTR,MSTR US,US,Microstrategy Inc,Buy,8/16/2019,8000,Com A,137.33,58,156.64,149.84,143.84,,,,,,
Carol Miller,WV,Congress,Republican,PFE,PFE US,US,Pfizer Inc,Buy,8/14/2019,32500,Com,32.44,1000,35.02,35.82,36.16,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,PLAY,PLAY US,US,Dave & Buster's Entertainment Inc,Buy,8/9/2019,32500,Com,39.25,828,41.53,45.78,15.04,,,,,,
Cynthia Axne,IA,Congress,Democratic,SSNC,SSNC US,US,SS&C Technologies Holdings Inc,Buy,8/8/2019,24001,Com,46.14,520,57.41,65.28,60.97,,,,,,
John Curtis,UT,Congress,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,8/2/2019,8000,Com,1823.24,4,1776.66,1858,3111.89,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,ANIK,ANIK US,US,Anika Therapeutics Inc,Buy,8/1/2019,75000,Com,54.8,1368,69.67,45.21,36.4,,,,,,
Thomas Suozzi,NY,Congress,Democratic,BA,BA US,US,Boeing Co,Buy,7/30/2019,8000,Com,347.46,22,340.88,316.6,166.01,,,,,,
Thomas Suozzi,NY,Congress,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,7/29/2019,32500,Com,43.71,742,51.7,60.05,102.16,,,,,,
Thomas Suozzi,NY,Congress,Democratic,CRWD,CRWD US,US,Crowdstrike Holdings Inc,Buy,7/26/2019,32500,Com A,92.88,348,51.84,62.57,103.6,,,,,,
David Joyce,OH,Congress,Republican,IJH,IJH US,US,iShares Core S&P Mid-Cap ETF,Buy,7/24/2019,8000,Stock Unit,198.2,40,194.38,207.98,186.07,,,,,,
David Joyce,OH,Congress,Republican,IJR,IJR US,US,IShares Core S&P Small-Cap ETF,Buy,7/24/2019,8000,Stock Unit,79.2,100,79.05,84.57,71.24,,,,,,
David Joyce,OH,Congress,Republican,IVV,IVV US,US,iShares Core S&P 500 ETF,Buy,7/24/2019,32500,Unit,303.17,106,300.7,332.78,324.2,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,FRT,FRT US,US,Federal Realty Investment Trust,Buy,7/22/2019,8000,Com NPV,127.34,62,139.72,130.88,74.43,,,,,,
Cynthia Axne,IA,Congress,Democratic,JNJ,JNJ US,US,Johnson & Johnson,Buy,7/18/2019,24001,Com,132.07,180,135.17,146.52,149.35,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,FIVN,FIVN US,US,Five9 Inc,Buy,7/18/2019,8000,Com,48.43,164,55.72,71.92,112.06,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,POOL,POOL US,US,Pool Corp,Buy,7/18/2019,32500,Com,188.66,172,200.74,215.62,294.39,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,MSTR,MSTR US,US,Microstrategy Inc,Buy,7/9/2019,8000,Com A,123.99,64,147.35,144.25,118.22,,,,,,
Thomas Suozzi,NY,Congress,Democratic,AAPL,AAPL US,US,Apple Inc,Buy,7/8/2019,32500,Com NPV,50.01,648,56.77,74.95,93.17,,,,,,
Thomas Suozzi,NY,Congress,Democratic,LYFT,LYFT US,US,Lyft Inc,Buy,7/8/2019,8000,Com A,59.79,132,39.24,43.1,30.94,,,,,,
Thomas Suozzi,NY,Congress,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,7/8/2019,32500,Com,39.3,826,46.08,59.27,98.72,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,BL,BL US,US,Blackline Inc,Buy,7/5/2019,8000,Com,49.54,160,47.85,52.59,87.75,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,BL,BL US,US,Blackline Inc,Buy,7/4/2019,8000,Com,49.54,160,46.15,51.56,87.75,,,,,,
Carol Miller,WV,Congress,Republican,ABBV,ABBV US,US,Abbvie Inc,Buy,7/2/2019,32500,Com,74.23,436,75.72,88.52,99.14,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,BL,BL US,US,Blackline Inc,Buy,7/2/2019,8000,Com,49.26,162,47.81,51.58,87.16,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,NVGS,NVGS US,US,Navigator Holdings Ltd,Buy,7/2/2019,8000,Ord,9.76,818,10.68,13.09,6.75,,,,,,
Thomas Carper,DE,Senate,Democratic,BSTZ,BSTZ US,US,Blackrock Science And Technology Trust II,Buy,6/26/2019,16001,Com,20.02,798,20.77,20.46,22.81,,,,,,
David Joyce,OH,Congress,Republican,SPY,SPY US,US,Spdr S&P 500 Etf Trust,Buy,6/21/2019,8000,Unit,294,26,301.08,319.59,310.62,,,,,,
David Joyce,OH,Congress,Republican,VEA,VEA US,US,Vanguard FTSE Developed Markets Index Fund ETF,Buy,6/21/2019,8000,Com,41.49,192,41.69,44.13,39.31,,,,,,
Donna Shalala,FL,Congress,Democratic,EXAS,EXAS US,US,Exact Sciences Corp,Buy,6/19/2019,8000,Com,115.99,68,106.87,91.38,86.09,,,,,,
Donna Shalala,FL,Congress,Democratic,NVCR,NVCR US,US,Novocure Ltd,Buy,6/19/2019,8000,Com,61.51,130,81.81,81.98,62.51,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,ZUO,ZUO US,US,Zuora Inc,Buy,6/14/2019,32500,Com A,14.73,2206,15.34,14.21,13.5,,,,,,
Donna Shalala,FL,Congress,Democratic,AMH,AMH US,US,American Homes 4 Rent,Buy,6/4/2019,8000,Com A,24.44,326,25.69,26.36,27.38,,,,,,
Donna Shalala,FL,Congress,Democratic,AVGO,AVGO US,US,Broadcom Inc,Buy,6/4/2019,8000,Com NPV,265.7,30,274.05,310.72,309.53,,,,,,
Donna Shalala,FL,Congress,Democratic,BDN,BDN US,US,Brandywine Realty Trust,Buy,6/4/2019,8000,Com,15.25,524,14.42,15.17,10.97,,,,,,
Donna Shalala,FL,Congress,Democratic,BOOM,BOOM US,US,DMC Global Inc,Buy,6/4/2019,8000,Com,73.89,108,42.77,46.19,30.51,,,,,,
Donna Shalala,FL,Congress,Democratic,CXP,CXP US,US,Columbia Property Trust Inc,Buy,6/4/2019,8000,Com,21.92,364,21.58,20.18,14.99,,,,,,
Donna Shalala,FL,Congress,Democratic,GBT,GBT US,US,Global Blood Therapeutics Inc,Buy,6/4/2019,8000,Com,59.83,132,45.89,69.39,66.84,,,,,,
Donna Shalala,FL,Congress,Democratic,LAUR,LAUR US,US,Laureate Education Inc,Buy,6/4/2019,8000,Com A,16.83,474,18.18,16.91,10.85,,,,,,
Donna Shalala,FL,Congress,Democratic,PRA,PRA US,US,Proassurance Corp,Buy,6/4/2019,8000,Com,38.69,206,39.05,37.1,15.51,,,,,,
Donna Shalala,FL,Congress,Democratic,SITC,SITC US,US,SITE Centers Corp,Buy,6/4/2019,8000,Com NPV,12.99,614,13.94,14.24,7.74,,,,,,
Donna Shalala,FL,Congress,Democratic,UBSI,UBSI US,US,United Bankshares Inc,Buy,6/4/2019,8000,Com,37.69,212,36,37.81,29.63,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,YEXT,YEXT US,US,Yext Inc,Buy,6/4/2019,8000,Com,18.47,432,16.44,16.59,17.63,,,,,,
Cynthia Axne,IA,Congress,Democratic,DD,DD US,US,DuPont De Nemours Inc,Buy,6/3/2019,24001,Com,76.1,314,67.45,64.86,52.65,,,,,,
Cynthia Axne,IA,Congress,Democratic,GOOGL,GOOGL US,US,Alphabet Inc,Buy,5/31/2019,24001,Com A NPV,1106.5,20,1194.24,1312.13,1434.87,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,MAC,MAC US,US,Macerich Co,Buy,5/31/2019,8000,Com,36.33,220,28.2,27.02,7.14,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,PCRX,PCRX US,US,Pacira Biosciences Inc,Buy,5/31/2019,32500,Com,43.51,746,37.25,45.65,44.58,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,YEXT,YEXT US,US,Yext Inc,Buy,5/31/2019,8000,Com,18.36,434,18.34,17.62,16.65,,,,,,
David Joyce,OH,Congress,Republican,GBDC,GBDC US,US,Golub Capital Bdc Inc,Buy,5/30/2019,32500,Com,15.38,2112,16.08,15.8,12.14,,,,,,
Donna Shalala,FL,Congress,Democratic,KO,KO US,US,Coca Cola Co,Buy,5/30/2019,8000,Com,49.25,162,55.11,53.9,46.68,,,,,,
Tomasz Malinowski,NJ,Congress,Democratic,PCRX,PCRX US,US,Pacira Biosciences Inc,Buy,5/30/2019,32500,Com,44.46,730,36.07,44.75,43.95,,,,,,
Donna Shalala,FL,Congress,Democratic,KO,KO US,US,Coca Cola Co,Buy,5/23/2019,8000,Com,49.85,160,54.1,53.08,45.03,,,,,,
