REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH,,,
Thomas Suozzi,NY,Congress,Democratic,TSLA,TSLA US,US,Tesla Inc,Buy,3/2/2021,75000,Com,686.44,108,623.90,730.91,#N/A,-9.11,6.48,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,WY,WY US,US,Weyerhaeuser Co,Buy,3/2/2021,75000,Com,33.79,2218,38.64,36.27,#N/A,14.35,7.34,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,CDNA,CDNA US,US,Caredx Inc,Buy,3/2/2021,32500,Com,83.37,388,82.09,80.51,#N/A,-1.54,-3.43,#N/A,,,
Deborah Dingell,MI,Congress,Democratic,MS,MS US,US,Morgan Stanley,Buy,3/1/2021,32500,Com,79.16,410,92.11,104.09,#N/A,16.36,31.49,#N/A,,,
Lois Frankel,FL,Congress,Democratic,CBOE,CBOE US,US,Cboe Global Markets Inc,Buy,3/1/2021,8000,Com,100.32,78,110.63,124.02,#N/A,10.28,23.62,#N/A,,,
Marie Newman,IL,Congress,Democratic,CHWY,CHWY US,US,Chewy Inc,Buy,3/1/2021,8000,Com A,104.8,76,73.53,90.10,#N/A,-29.84,-14.03,#N/A,,,
Marie Newman,IL,Congress,Democratic,LMND,LMND US,US,Lemonade Inc,Buy,3/1/2021,8000,Ord,132.43,60,91.72,75.47,#N/A,-30.74,-43.01,#N/A,,,
Mark Green,TN,Congress,Republican,BKEP,BKEP US,US,Blueknight Energy Partners LP,Buy,3/1/2021,32500,Stock Unit,2.29,14192,4.12,3.21,#N/A,79.91,40.17,#N/A,,,
Mark Green,TN,Congress,Republican,BPMP,BPMP US,US,Bp Midstream Partners Lp,Buy,3/1/2021,75000,Stock Unit,11.7,6410,14.32,13.10,#N/A,22.39,11.97,#N/A,,,
Mark Green,TN,Congress,Republican,ENLC,ENLC US,US,Enlink Midstream Llc,Buy,3/1/2021,107501,Stock Unit,4.21,25534,5.09,5.38,#N/A,20.90,27.79,#N/A,,,
Mark Green,TN,Congress,Republican,MPLX,MPLX US,US,MPLX LP,Buy,3/1/2021,75000,Stock Unit,24.99,3000,29.08,28.27,#N/A,16.37,13.13,#N/A,,,
Mark Green,TN,Congress,Republican,SHLX,SHLX US,US,Shell Midstream Partners LP,Buy,3/1/2021,175000,Stock Unit,11.79,14842,14.91,12.46,#N/A,26.46,5.68,#N/A,,,
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,3/1/2021,75000,Stock Unit,14.01,5352,16.00,15.01,#N/A,14.20,7.14,#N/A,,,
Michael Mccaul,TX,Congress,Republican,ABC,ABC US,US,Amerisourcebergen Corp,Buy,3/1/2021,107501,Com NPV,103.17,1040,114.32,119.52,#N/A,10.81,15.85,#N/A,,,
Michael Mccaul,TX,Congress,Republican,C,C US,US,Citigroup Inc,Buy,3/1/2021,450001,Com,69.54,6470,79.76,71.67,#N/A,14.70,3.06,#N/A,,,
Michael Mccaul,TX,Congress,Republican,CVS,CVS US,US,CVS Health Corp,Buy,3/1/2021,107501,Com,69.28,1550,85.87,84.60,#N/A,23.95,22.11,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,HUM,HUM US,US,Humana Inc,Buy,3/1/2021,8000,Com,384.92,20,431.25,405.51,#N/A,12.04,5.35,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,AI,AI US,US,C3.ai Inc,Buy,3/1/2021,32500,Com A,121.05,268,71.76,51.25,#N/A,-40.72,-57.66,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,ALL,ALL US,US,Allstate Corp,Buy,3/1/2021,32500,Com,109.72,296,138.02,134.52,#N/A,25.79,22.60,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,DPZ,DPZ US,US,Dominos Pizza Inc,Buy,3/1/2021,75000,Com,345.06,216,423.00,517.25,#N/A,22.59,49.90,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,MRVL,MRVL US,US,Marvell Technology Inc,Buy,3/1/2021,32500,Com NPV,49.52,656,47.75,61.96,#N/A,-3.57,25.12,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,PPG,PPG US,US,PPG Industries Inc,Buy,3/1/2021,75000,Com,137.85,544,180.75,161.71,#N/A,31.12,17.31,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,RH,RH US,US,RH,Buy,3/1/2021,32500,Com,505.96,64,636.34,716.75,#N/A,25.77,41.66,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,SPOT,SPOT US,US,Spotify Technology S A,Buy,3/1/2021,32500,Ord,321.28,100,241.73,233.12,#N/A,-24.76,-27.44,#N/A,,,
David Kustoff,TN,Congress,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,2/27/2021,8000,Com,3146.14,2,3223.07,3316.00,#N/A,2.45,5.40,#N/A,,,
David Kustoff,TN,Congress,Republican,HD,HD US,US,Home Depot Inc,Buy,2/27/2021,8000,Com,261.62,30,318.91,321.48,#N/A,21.90,22.88,#N/A,,,
David Kustoff,TN,Congress,Republican,SBUX,SBUX US,US,Starbucks Corp,Buy,2/27/2021,8000,Com NPV,106.87,74,113.88,114.32,#N/A,6.56,6.97,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,PFE,PFE US,US,Pfizer Inc,Buy,2/27/2021,40501,Com,33.69,1202,38.73,47.38,#N/A,14.96,40.64,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,OCFC,OCFC US,US,Oceanfirst Financial Corp,Buy,2/26/2021,8000,Com,21.73,368,22.10,21.40,#N/A,1.70,-1.52,#N/A,,,
Michael Mccaul,TX,Congress,Republican,G,G US,US,Genpact Ltd,Buy,2/26/2021,16001,Com,40.44,394,45.22,51.71,#N/A,11.82,27.87,#N/A,,,
Michael Mccaul,TX,Congress,Republican,HSIC,HSIC US,US,Henry Schein Inc,Buy,2/26/2021,16001,Com NPV,61.85,258,76.39,75.50,#N/A,23.51,22.07,#N/A,,,
Michael Mccaul,TX,Congress,Republican,PLXS,PLXS US,US,Plexus Corp,Buy,2/26/2021,16001,Com,83.98,190,98.97,89.40,#N/A,17.85,6.45,#N/A,,,
Michael Mccaul,TX,Congress,Republican,WLTW,WLTW US,US,Willis Towers Watson Plc,Buy,2/26/2021,150001,Com,220.64,678,260.99,216.37,#N/A,18.29,-1.94,#N/A,,,
Richard Allen,GA,Congress,Republican,DE,DE US,US,Deere & Co,Buy,2/26/2021,32500,Com,349.12,92,362.21,376.37,#N/A,3.75,7.81,#N/A,,,
Richard Allen,GA,Congress,Republican,FCX,FCX US,US,Freeport-Mcmoran Inc,Buy,2/26/2021,8000,Com,33.91,234,42.59,35.11,#N/A,25.60,3.54,#N/A,,,
Richard Allen,GA,Congress,Republican,SBUX,SBUX US,US,Starbucks Corp,Buy,2/26/2021,8000,Com NPV,108.03,74,113.51,115.57,#N/A,5.07,6.98,#N/A,,,
Ronald Wyden,OR,Senate,Democratic,AMAT,AMAT US,US,Applied Materials Inc,Buy,2/26/2021,8000,Com,118.19,66,137.82,132.82,#N/A,16.61,12.38,#N/A,,,
Ronald Wyden,OR,Senate,Democratic,KLAC,KLAC US,US,KLA Corp,Buy,2/26/2021,8000,Com,311.23,24,316.54,334.02,#N/A,1.71,7.32,#N/A,,,
Ronald Wyden,OR,Senate,Democratic,STX,STX US,US,Seagate Technology Holdings Plc,Buy,2/26/2021,8000,Com,73.23,108,96.43,86.89,#N/A,31.68,18.65,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,FIVN,FIVN US,US,Five9 Inc,Buy,2/26/2021,8000,Com,185.24,42,178.53,181.24,#N/A,-3.62,-2.16,#N/A,,,
Virginia Foxx,NC,Congress,Republican,PM,PM US,US,Philip Morris International Inc,Buy,2/26/2021,32500,Com NPV,84.02,386,96.68,101.24,#N/A,15.07,20.50,#N/A,,,
Alan Lowenthal,CA,Congress,Democratic,VRSK,VRSK US,US,Verisk Analytics Inc,Buy,2/25/2021,40501,Com NPV,164.29,246,172.98,197.17,#N/A,5.29,20.01,#N/A,,,
Blake Moore,UT,Congress,Republican,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,2/25/2021,8000,DR,240.18,32,211.78,171.70,#N/A,-11.82,-28.51,#N/A,,,
Blake Moore,UT,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,2/25/2021,8000,Com NPV,120.99,66,126.85,149.62,#N/A,4.84,23.66,#N/A,,,
Blake Moore,UT,Congress,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,2/25/2021,8000,Com,3057.16,2,3265.16,3305.78,#N/A,6.80,8.13,#N/A,,,
Blake Moore,UT,Congress,Republican,AXP,AXP US,US,American Express Co,Buy,2/25/2021,8000,Com,137.08,58,158.58,161.20,#N/A,15.68,17.60,#N/A,,,
Blake Moore,UT,Congress,Republican,BAC,BAC US,US,Bank of America Corp,Buy,2/25/2021,8000,Com,35.93,222,42.04,41.48,#N/A,17.01,15.45,#N/A,,,
Blake Moore,UT,Congress,Republican,FB,FB US,US,Facebook Inc,Buy,2/25/2021,8000,Com A,254.69,30,327.66,365.51,#N/A,28.65,43.51,#N/A,,,
Blake Moore,UT,Congress,Republican,GOOGL,GOOGL US,US,Alphabet Inc,Buy,2/25/2021,8000,Com C NPV,2015.95,2,2380.31,2825.23,#N/A,18.07,40.14,#N/A,,,
Blake Moore,UT,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,2/25/2021,8000,Com,162.76,48,169.07,175.39,#N/A,3.88,7.76,#N/A,,,
Blake Moore,UT,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,2/25/2021,16001,Com,228.99,68,251.49,302.62,#N/A,9.83,32.15,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,ESTC,ESTC US,US,Elastic NV,Buy,2/25/2021,8000,Com,131.56,60,117.99,158.60,#N/A,-10.31,20.55,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,MDB,MDB US,US,MongoDB Inc,Buy,2/25/2021,8000,Com A,380,20,295.16,384.17,#N/A,-22.33,1.10,#N/A,,,
Lois Frankel,FL,Congress,Democratic,HPP,HPP US,US,Hudson Pacific Properties Inc,Buy,2/25/2021,8000,Com,26.29,304,28.95,26.19,#N/A,10.12,-0.38,#N/A,,,
Lois Frankel,FL,Congress,Democratic,HXL,HXL US,US,Hexcel Corp,Buy,2/25/2021,8000,Com,54.19,146,55.86,56.54,#N/A,3.08,4.34,#N/A,,,
Michael Mccaul,TX,Congress,Republican,LBRDA,LBRDA US,US,Liberty Broadband Corp,Buy,2/25/2021,150001,Com C,140.47,1066,161.75,181.82,#N/A,15.15,29.44,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,D,D US,US,Dominion Energy Inc,Buy,2/25/2021,8000,Com NPV,70.63,112,75.95,78.54,#N/A,7.53,11.20,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MRK,MRK US,US,Merck & Co Inc,Buy,2/25/2021,8000,Com,71.15,112,73.64,77.72,#N/A,3.50,9.23,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MTCH,MTCH US,US,Match Group Inc,Buy,2/25/2021,48501,Com,151.72,318,144.64,140.16,#N/A,-4.67,-7.62,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,TYL,TYL US,US,Tyler Technologies Inc,Buy,2/25/2021,8000,Com,461.31,16,405.07,471.56,#N/A,-12.19,2.22,#N/A,,,
Susie Lee,NV,Congress,Democratic,BALY,BALY US,US,Bally's Corp,Buy,2/25/2021,8000,Com,63.47,126,56.98,48.71,#N/A,-10.23,-23.26,#N/A,,,
Susie Lee,NV,Congress,Democratic,BKR,BKR US,US,Baker Hughes Co,Buy,2/25/2021,8000,Com A,24.73,322,24.17,22.19,#N/A,-2.26,-10.27,#N/A,,,
Susie Lee,NV,Congress,Democratic,DPZ,DPZ US,US,Dominos Pizza Inc,Buy,2/25/2021,8000,Com,339,22,420.69,501.58,#N/A,24.10,47.96,#N/A,,,
Susie Lee,NV,Congress,Democratic,LEA,LEA US,US,Lear Corp,Buy,2/25/2021,8000,Com,163.58,48,187.95,161.62,#N/A,14.90,-1.20,#N/A,,,
Susie Lee,NV,Congress,Democratic,TRU,TRU US,US,Transunion,Buy,2/25/2021,8000,Com,85.16,92,107.54,118.65,#N/A,26.28,39.33,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,SMFR,SMFR US,US,Sema4 Holdings Corp,Buy,2/25/2021,32500,Unit,19.26,1686,12.83,9.36,#N/A,-33.39,-51.40,#N/A,,,
Blake Moore,UT,Congress,Republican,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,2/24/2021,8000,DR,250.34,30,211.13,161.06,#N/A,-15.66,-35.66,#N/A,,,
Blake Moore,UT,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,2/24/2021,8000,Com NPV,125.35,62,126.90,149.71,#N/A,1.24,19.43,#N/A,,,
Blake Moore,UT,Congress,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,2/24/2021,8000,Com,3159.53,2,3259.05,3265.87,#N/A,3.15,3.37,#N/A,,,
Blake Moore,UT,Congress,Republican,AXP,AXP US,US,American Express Co,Buy,2/24/2021,8000,Com,139.89,56,158.01,160.45,#N/A,12.95,14.70,#N/A,,,
Blake Moore,UT,Congress,Republican,BAC,BAC US,US,Bank of America Corp,Buy,2/24/2021,8000,Com,36.38,218,42.01,40.91,#N/A,15.48,12.45,#N/A,,,
Blake Moore,UT,Congress,Republican,FB,FB US,US,Facebook Inc,Buy,2/24/2021,8000,Com A,264.31,30,327.79,363.35,#N/A,24.02,37.47,#N/A,,,
Blake Moore,UT,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,2/24/2021,8000,Com,162.59,48,170.08,177.61,#N/A,4.61,9.24,#N/A,,,
Blake Moore,UT,Congress,Republican,RTX,RTX US,US,Raytheon Technologies Corp,Buy,2/24/2021,8000,Com,77.67,102,86.26,84.96,#N/A,11.06,9.39,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,HUBS,HUBS US,US,Hubspot Inc,Buy,2/24/2021,8000,Com,518.73,14,501.90,675.23,#N/A,-3.24,30.17,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,TWLO,TWLO US,US,Twilio Inc,Buy,2/24/2021,8000,Ord A,408.96,18,324.21,349.12,#N/A,-20.72,-14.63,#N/A,,,
Mark Green,TN,Congress,Republican,BKEP,BKEP US,US,Blueknight Energy Partners LP,Buy,2/24/2021,65001,Stock Unit,2.32,28016,4.05,3.14,#N/A,74.57,35.34,#N/A,,,
Mark Green,TN,Congress,Republican,BPMP,BPMP US,US,Bp Midstream Partners Lp,Buy,2/24/2021,75000,Stock Unit,12,6250,14.06,13.02,#N/A,17.17,8.50,#N/A,,,
Mark Green,TN,Congress,Republican,ENLC,ENLC US,US,Enlink Midstream Llc,Buy,2/24/2021,207501,Stock Unit,4.52,45906,4.84,5.26,#N/A,7.08,16.37,#N/A,,,
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,2/24/2021,32500,Stock Unit,14.94,2174,15.29,14.67,#N/A,2.34,-1.81,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,AXTA,AXTA US,US,Axalta Coating Systems Ltd,Buy,2/24/2021,8000,Com,28.62,278,31.39,30.54,#N/A,9.68,6.71,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,VZ,VZ US,US,Verizon Communications Inc,Buy,2/24/2021,16001,Com,57.12,280,56.48,55.42,#N/A,-1.12,-2.98,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,BX,BX US,US,Blackstone Inc,Buy,2/23/2021,8000,Com A,69.3,114,91.22,115.77,#N/A,31.63,67.06,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,MS,MS US,US,Morgan Stanley,Buy,2/23/2021,8000,Com,77.5,102,89.69,102.16,#N/A,15.73,31.82,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,WOLF,WOLF US,US,Wolfspeed Inc,Buy,2/23/2021,8000,Com,117.92,66,97.05,86.59,#N/A,-17.70,-26.57,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,ZG,ZG US,US,Zillow Group Inc,Buy,2/23/2021,8000,Com C,175.08,44,114.86,98.42,#N/A,-34.40,-43.79,#N/A,,,
Michael Mccaul,TX,Congress,Republican,NFG,NFG US,US,National Fuel Gas Co,Buy,2/23/2021,16001,Com,45.83,348,52.46,50.69,#N/A,14.47,10.60,#N/A,,,
Patrick Fallon,TX,Congress,Republican,AAL,AAL US,US,American Airlines Group Inc,Buy,2/23/2021,175000,Com,20.66,8470,22.99,19.11,#N/A,11.28,-7.50,#N/A,,,
Patrick Fallon,TX,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,2/23/2021,175000,Com NPV,125.86,1390,127.10,149.71,#N/A,0.99,18.95,#N/A,,,
Patrick Fallon,TX,Congress,Republican,BA,BA US,US,Boeing Co,Buy,2/23/2021,175000,Com,212.12,824,237.44,219.40,#N/A,11.94,3.43,#N/A,,,
Patrick Fallon,TX,Congress,Republican,CVX,CVX US,US,Chevron Corp,Buy,2/23/2021,75000,Com,99.63,752,105.60,96.73,#N/A,5.99,-2.91,#N/A,,,
Patrick Fallon,TX,Congress,Republican,FB,FB US,US,Facebook Inc,Buy,2/23/2021,375000,Com A,265.86,1410,324.63,363.35,#N/A,22.11,36.67,#N/A,,,
Patrick Fallon,TX,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,2/23/2021,375000,Com,233.27,1606,250.78,304.65,#N/A,7.51,30.60,#N/A,,,
Patrick Fallon,TX,Congress,Republican,PYPL,PYPL US,US,Paypal Holdings Inc,Buy,2/23/2021,375000,Com,265,1414,257.17,276.98,#N/A,-2.95,4.52,#N/A,,,
Shelley Capito,WV,Senate,Republican,UBSI,UBSI US,US,United Bankshares Inc,Buy,2/23/2021,75000,Com,37.64,1992,41.00,35.90,#N/A,8.93,-4.62,#N/A,,,
Susie Lee,NV,Congress,Democratic,AEIS,AEIS US,US,Advanced Energy Industries Inc,Buy,2/23/2021,8000,Com,103.89,76,100.01,83.60,#N/A,-3.73,-19.53,#N/A,,,
Susie Lee,NV,Congress,Democratic,BKR,BKR US,US,Baker Hughes Co,Buy,2/23/2021,8000,Com A,23.91,334,25.15,21.52,#N/A,5.19,-10.00,#N/A,,,
Susie Lee,NV,Congress,Democratic,CDNS,CDNS US,US,Cadence Design Systems Inc,Buy,2/23/2021,8000,Com,132.6,60,126.33,158.32,#N/A,-4.73,19.40,#N/A,,,
Susie Lee,NV,Congress,Democratic,CHGG,CHGG US,US,Chegg Inc,Buy,2/23/2021,8000,Com,99.37,80,73.99,80.30,#N/A,-25.54,-19.19,#N/A,,,
Susie Lee,NV,Congress,Democratic,LW,LW US,US,Lamb Weston Holdings Inc,Buy,2/23/2021,8000,Com,83.07,96,80.43,66.13,#N/A,-3.18,-20.39,#N/A,,,
Susie Lee,NV,Congress,Democratic,POOL,POOL US,US,Pool Corp,Buy,2/23/2021,8000,Com,318.25,24,430.74,474.90,#N/A,35.35,49.22,#N/A,,,
Susie Lee,NV,Congress,Democratic,TER,TER US,US,Teradyne Inc,Buy,2/23/2021,8000,Com,129.78,60,127.69,116.65,#N/A,-1.61,-10.12,#N/A,,,
Susie Lee,NV,Congress,Democratic,ZG,ZG US,US,Zillow Group Inc,Buy,2/23/2021,8000,Com A,175.08,44,114.86,98.42,#N/A,-34.40,-43.79,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,EVBG,EVBG US,US,Everbridge Inc,Buy,2/23/2021,32500,Com,159.46,202,116.52,148.23,#N/A,-26.93,-7.04,#N/A,,,
Virginia Foxx,NC,Congress,Republican,PAA,PAA US,US,Plains All American Pipeline Lp,Buy,2/23/2021,32500,Stock Unit,8.52,3814,10.50,9.41,#N/A,23.24,10.45,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,FB,FB US,US,Facebook Inc,Buy,2/23/2021,8000,Com A,265.86,30,324.63,363.35,#N/A,22.11,36.67,#N/A,,,
Alan Lowenthal,CA,Congress,Democratic,AZN,AZN LN,LN,AstraZeneca,Buy,2/22/2021,41463,DR,50.57,818,57.47,58.80,#N/A,13.64,16.27,#N/A,,,
David Mckinley,VA,Congress,Republican,CERN,CERN US,US,Cerner Corp,Buy,2/22/2021,8000,Com,70.91,112,77.00,77.92,#N/A,8.59,9.89,#N/A,,,
David Mckinley,VA,Congress,Republican,COST,COST US,US,Costco Wholesale Corp,Buy,2/22/2021,8000,Com,350.21,22,383.45,454.93,#N/A,9.49,29.90,#N/A,,,
David Mckinley,VA,Congress,Republican,FISV,FISV US,US,Fiserv Inc,Buy,2/22/2021,8000,Com,113.36,70,115.86,117.87,#N/A,2.21,3.98,#N/A,,,
David Mckinley,VA,Congress,Republican,GPN,GPN US,US,Global Payments Inc,Buy,2/22/2021,8000,Com,196.06,40,195.25,165.85,#N/A,-0.41,-15.41,#N/A,,,
David Mckinley,VA,Congress,Republican,KMX,KMX US,US,Carmax Inc,Buy,2/22/2021,8000,Com,119.38,66,113.88,124.92,#N/A,-4.61,4.64,#N/A,,,
David Mckinley,VA,Congress,Republican,NFLX,NFLX US,US,Netflix Inc,Buy,2/22/2021,8000,Com,533.78,14,502.90,553.33,#N/A,-5.79,3.66,#N/A,,,
David Mckinley,VA,Congress,Republican,RPM,RPM US,US,RPM International Inc,Buy,2/22/2021,8000,Com,82.55,96,94.22,84.06,#N/A,14.14,1.83,#N/A,,,
John Boozman,AR,Senate,Republican,TLH,TLH US,US,BTC iShares 10-20 Year Treasury Bond ETF,Buy,2/22/2021,8000,Stock Unit,146.65,54,142.38,152.47,#N/A,-2.91,3.97,#N/A,,,
John Boozman,AR,Senate,Republican,TLT,TLT US,US,BTC iShares 20+ Year Treasury Bond ETF,Buy,2/22/2021,8000,Stock Unit,142.18,56,138.18,150.45,#N/A,-2.81,5.82,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,BKNG,BKNG US,US,Booking Holdings Inc,Buy,2/22/2021,8000,Com,2350.02,2,2348.48,2137.32,#N/A,-0.07,-9.05,#N/A,,,
Marie Newman,IL,Congress,Democratic,IBM,IBM US,US,International Business Machines Corp,Buy,2/22/2021,8000,Com,115.44,68,138.23,133.36,#N/A,19.74,15.52,#N/A,,,
Mark Green,TN,Congress,Republican,ENLC,ENLC US,US,Enlink Midstream Llc,Buy,2/22/2021,75000,Stock Unit,4.27,17564,4.96,5.26,#N/A,16.16,23.19,#N/A,,,
Mark Green,TN,Congress,Republican,ET,ET US,US,Energy Transfer Lp,Buy,2/22/2021,32500,Stock Unit,7.47,4350,10.29,9.21,#N/A,37.75,23.29,#N/A,,,
Mark Green,TN,Congress,Republican,PAA,PAA US,US,Plains All American Pipeline Lp,Buy,2/22/2021,32500,Stock Unit,8.47,3836,10.50,9.41,#N/A,23.97,11.10,#N/A,,,
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,2/22/2021,75000,Stock Unit,14.49,5174,15.60,14.67,#N/A,7.66,1.24,#N/A,,,
Patrick Fallon,TX,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,2/22/2021,175000,Com NPV,126,1388,127.10,149.71,#N/A,0.87,18.82,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,FB,FB US,US,Facebook Inc,Buy,2/22/2021,16001,Com A,260.33,60,324.63,363.35,#N/A,24.70,39.57,#N/A,,,
Lois Frankel,FL,Congress,Democratic,CBOE,CBOE US,US,Cboe Global Markets Inc,Buy,2/19/2021,8000,Com,96.22,82,111.78,122.63,#N/A,16.17,27.45,#N/A,,,
Marie Newman,IL,Congress,Democratic,DIS,DIS US,US,Walt Disney Co,Buy,2/19/2021,32500,Com,183.65,176,171.36,174.74,#N/A,-6.69,-4.85,#N/A,,,
Marie Newman,IL,Congress,Democratic,PTON,PTON US,US,Peloton Interactive Inc,Buy,2/19/2021,16001,Com A,139.71,114,100.46,110.65,#N/A,-28.09,-20.80,#N/A,,,
Marie Newman,IL,Congress,Democratic,R,R US,US,Ryder System Inc,Buy,2/19/2021,8000,Com,66.35,120,80.99,75.72,#N/A,22.06,14.12,#N/A,,,
Marie Newman,IL,Congress,Democratic,TSLA,TSLA US,US,Tesla Inc,Buy,2/19/2021,8000,Com,781.3,10,586.78,688.99,#N/A,-24.90,-11.81,#N/A,,,
Marie Newman,IL,Congress,Democratic,VRM,VRM US,US,Vroom Inc,Buy,2/19/2021,8000,Com,49.48,160,43.40,25.70,#N/A,-12.29,-48.06,#N/A,,,
Mark Green,TN,Congress,Republican,BPMP,BPMP US,US,Bp Midstream Partners Lp,Buy,2/19/2021,75000,Stock Unit,12.24,6126,13.85,12.98,#N/A,13.15,6.05,#N/A,,,
Mark Green,TN,Congress,Republican,ENLC,ENLC US,US,Enlink Midstream Llc,Buy,2/19/2021,32500,Stock Unit,4.09,7946,4.94,5.06,#N/A,20.78,23.72,#N/A,,,
Mark Green,TN,Congress,Republican,ET,ET US,US,Energy Transfer Lp,Buy,2/19/2021,75000,Stock Unit,7,10714,10.02,9.10,#N/A,43.14,30.00,#N/A,,,
Mark Green,TN,Congress,Republican,MPLX,MPLX US,US,MPLX LP,Buy,2/19/2021,75000,Stock Unit,24.5,3060,29.01,27.53,#N/A,18.41,12.37,#N/A,,,
Mark Green,TN,Congress,Republican,PAA,PAA US,US,Plains All American Pipeline Lp,Buy,2/19/2021,75000,Stock Unit,8.36,8970,10.41,9.42,#N/A,24.52,12.68,#N/A,,,
Mark Green,TN,Congress,Republican,PBFX,PBFX US,US,Pbf Logistics Lp,Buy,2/19/2021,32500,Stock Unit,12.24,2654,15.44,11.63,#N/A,26.14,-4.98,#N/A,,,
Mark Green,TN,Congress,Republican,SHLX,SHLX US,US,Shell Midstream Partners LP,Buy,2/19/2021,75000,Stock Unit,11.48,6532,15.45,11.78,#N/A,34.58,2.61,#N/A,,,
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,2/19/2021,175000,Stock Unit,14.16,12358,15.70,14.83,#N/A,10.88,4.73,#N/A,,,
Sara Jacobs,CA,Congress,Democratic,LHCG,LHCG US,US,LHC Group Inc,Buy,2/19/2021,32500,Com,205.03,158,196.99,174.44,#N/A,-3.92,-14.92,#N/A,,,
Sara Jacobs,CA,Congress,Democratic,LPLA,LPLA US,US,LPL Financial Holdings Inc,Buy,2/19/2021,32500,Com,131.94,246,148.76,141.64,#N/A,12.75,7.35,#N/A,,,
Sara Jacobs,CA,Congress,Democratic,PAYC,PAYC US,US,Paycom Software Inc,Buy,2/19/2021,32500,Com,400.13,80,331.82,459.23,#N/A,-17.07,14.77,#N/A,,,
Sara Jacobs,CA,Congress,Democratic,TJX,TJX US,US,Tjx Companies Inc,Buy,2/19/2021,32500,Com,67.69,480,67.37,73.00,#N/A,-0.47,7.84,#N/A,,,
Sara Jacobs,CA,Congress,Democratic,TTEK,TTEK US,US,Tetra Tech Inc,Buy,2/19/2021,32500,Com,143.19,226,119.84,133.72,#N/A,-16.31,-6.61,#N/A,,,
