REP_FULLNAME,REP_STATE,REP_TYPE,REP_PARTY,COMPANY_TICKER,COMPANY_CODE,COMPANY_COUNTRY,COMPANY_NAME,TRANSACTION_TYPE,TRANSACTION_DATE,TRANSACTION_PRICE,SHARE_TYPE,TRANSACTION_SHARE_PRICE,TRANSACTION_SHARE_QUANTITY,SHARE_PRICE_3_MONTH,SHARE_PRICE_6_MONTH,SHARE_PRICE_1_YEAR,PERCENT_CHANGE_3_MONTH,PERCENT_CHANGE_6_MONTH,PERCENT_CHANGE_12_MONTH,,,
Mark Green,TN,Congress,Republican,AAL,AAL US,US,American Airlines Group Inc,Buy,3/16/2021,8000,Com,24.47,326,22.99,19.31,#N/A,-6.05,-21.09,#N/A,,,
Mark Green,TN,Congress,Republican,ACST,ACST CN,CN,Acasti Pharma Inc,Buy,3/16/2021,8000,Com NPV,5.72,1398,4.47,2.45,#N/A,-21.85,-57.17,#N/A,,,
Mark Green,TN,Congress,Republican,CTRM,CTRM US,US,Castor Maritime Inc,Buy,3/16/2021,8000,Ord,9.57,834,3.34,2.44,#N/A,-65.10,-74.50,#N/A,,,
Mark Green,TN,Congress,Republican,GE,GE US,US,General Electric Co,Buy,3/16/2021,8000,Com,105.2,76,107.76,104.46,#N/A,2.43,-0.70,#N/A,,,
Mark Green,TN,Congress,Republican,UAL,UAL US,US,United Airlines Holdings Inc,Buy,3/16/2021,8000,Com,59.81,132,55.74,44.84,#N/A,-6.80,-25.03,#N/A,,,
Michael Mccaul,TX,Congress,Republican,NVDA,NVDA US,US,NVIDIA Corp,Buy,3/16/2021,150001,Com,132.91,1128,180.19,221.52,#N/A,35.57,66.67,#N/A,,,
Patrick Fallon,TX,Congress,Republican,ORCC,ORCC US,US,Owl Rock Capital Corp,Buy,3/16/2021,8000,Com,14.21,562,14.81,14.52,#N/A,4.22,2.18,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,AA,AA US,US,Alcoa Corp,Buy,3/16/2021,183000,Com,29.52,6198,36.95,49.22,#N/A,25.17,66.73,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,3/16/2021,175000,Stock Unit,45.66,3832,53.48,47.70,#N/A,17.13,4.47,#N/A,,,
Walter Schrader,OR,Congress,Democratic,CVX,CVX US,US,Chevron Corp,Buy,3/16/2021,8000,Com,107.64,74,107.97,97.97,#N/A,0.31,-8.98,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,ALGN,ALGN US,US,Align Technology Inc,Buy,3/15/2021,8000,Com,558.85,14,605.77,710.68,#N/A,8.40,27.17,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,DE,DE US,US,Deere & Co,Buy,3/15/2021,8000,Com,374.37,20,335.54,361.52,#N/A,-10.37,-3.43,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,EL,EL US,US,Estee Lauder Companies Inc,Buy,3/15/2021,8000,Com A,289.55,26,303.22,332.93,#N/A,4.72,14.98,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,FCX,FCX US,US,Freeport-Mcmoran Inc,Buy,3/15/2021,8000,Com,36.96,216,39.48,35.29,#N/A,6.82,-4.52,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,ROKU,ROKU US,US,Roku Inc,Buy,3/15/2021,8000,Com A,362.92,22,364.86,322.82,#N/A,0.53,-11.05,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,SIVB,SIVB US,US,SVB Financial Group,Buy,3/15/2021,8000,Com,551.12,14,545.74,602.21,#N/A,-0.98,9.27,#N/A,,,
Kathy Castor,FL,Congress,Democratic,BRKB,BRKB US,US,Berkshire Hathaway Inc,Buy,3/15/2021,8000,Com B,1753.5,4,2106.00,2285.50,#N/A,20.10,30.34,#N/A,,,
Lloyd Doggett,TX,Congress,Democratic,PPG,PPG US,US,PPG Industries Inc,Buy,3/15/2021,8000,Com,145.05,54,175.38,152.51,#N/A,20.91,5.14,#N/A,,,
Lois Frankel,FL,Congress,Democratic,BOH,BOH US,US,Bank Of Hawaii Corp,Buy,3/15/2021,8000,Com,95.27,82,86.70,78.63,#N/A,-9.00,-17.47,#N/A,,,
Lois Frankel,FL,Congress,Democratic,LNT,LNT US,US,Alliant Energy Corp,Buy,3/15/2021,8000,Com,52.7,150,58.57,59.43,#N/A,11.14,12.77,#N/A,,,
Lois Frankel,FL,Congress,Democratic,XEL,XEL US,US,Xcel Energy Inc,Buy,3/15/2021,8000,Com,63.07,126,69.08,67.08,#N/A,9.53,6.36,#N/A,,,
Marie Newman,IL,Congress,Democratic,FDX,FDX US,US,Fedex Corp,Buy,3/15/2021,32500,Com,266.88,120,292.99,261.86,#N/A,9.78,-1.88,#N/A,,,
Marie Newman,IL,Congress,Democratic,LMND,LMND US,US,Lemonade Inc,Buy,3/15/2021,8000,Ord,109.98,72,103.78,72.77,#N/A,-5.64,-33.83,#N/A,,,
Marie Newman,IL,Congress,Democratic,UPS,UPS US,US,United Parcel Service Inc,Buy,3/15/2021,32500,Com B,162.64,198,201.09,194.39,#N/A,23.64,19.52,#N/A,,,
Michael Mccaul,TX,Congress,Republican,T,T US,US,AT&T Inc,Buy,3/15/2021,250001,Com,29.93,8352,29.09,27.52,#N/A,-2.81,-8.05,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,AI,AI US,US,C3.ai Inc,Buy,3/15/2021,8000,Com A,86.77,92,60.00,49.05,#N/A,-30.85,-43.47,#N/A,,,
Walter Schrader,OR,Congress,Democratic,DE,DE US,US,Deere & Co,Buy,3/15/2021,8000,Com,374.37,20,335.54,361.52,#N/A,-10.37,-3.43,#N/A,,,
Kevin Hern,OK,Congress,Republican,DVN,DVN US,US,Devon Energy Corp,Buy,3/13/2021,8000,Com,24.61,324,29.29,28.45,#N/A,19.02,15.60,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,CVNA,CVNA US,US,Carvana Co,Buy,3/12/2021,8000,Com A,286.69,26,266.67,328.90,#N/A,-6.98,14.72,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,W,W US,US,Wayfair Inc,Buy,3/12/2021,8000,Com A,316.26,24,328.15,263.98,#N/A,3.76,-16.53,#N/A,,,
Mark Green,TN,Congress,Republican,NGL,NGL US,US,NGL Energy Partners Lp,Buy,3/12/2021,75000,Stock Unit,2.4,31250,2.30,1.77,#N/A,-4.17,-26.25,#N/A,,,
Michael Mccaul,TX,Congress,Republican,CSL,CSL US,US,Carlisle Companies Inc,Buy,3/12/2021,65001,Com,159.22,408,187.21,204.38,#N/A,17.58,28.36,#N/A,,,
Michael Mccaul,TX,Congress,Republican,HSIC,HSIC US,US,Henry Schein Inc,Buy,3/12/2021,16001,Com NPV,67.19,238,78.58,78.56,#N/A,16.95,16.92,#N/A,,,
Michael Mccaul,TX,Congress,Republican,LBRDA,LBRDA US,US,Liberty Broadband Corp,Buy,3/12/2021,150001,Com C,148.94,1006,157.43,182.64,#N/A,5.70,22.63,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,WAB,#45161 US,US,Westinghouse Air Brake Co,Buy,3/12/2021,8000,Com,78.08,102,81.23,89.14,#N/A,4.03,14.16,#N/A,,,
Thomas Tuberville,AL,Senate,Republican,CLF,CLF US,US,Cleveland-Cliffs Inc,Buy,3/12/2021,32500,Com,17.54,1852,22.96,23.18,#N/A,30.90,32.16,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,3/12/2021,107501,Stock Unit,45.38,2368,53.53,48.17,#N/A,17.96,6.15,#N/A,,,
Alan Lowenthal,CA,Congress,Democratic,ADBE,ADBE US,US,Adobe Inc,Buy,3/11/2021,8000,Com,451.06,16,514.68,661.39,#N/A,14.10,46.63,#N/A,,,
Alan Lowenthal,CA,Congress,Democratic,NVDA,NVDA US,US,NVIDIA Corp,Buy,3/11/2021,8000,Com,129.94,60,173.58,226.62,#N/A,33.58,74.40,#N/A,,,
David Roe,TN,Congress,Republican,AEP,AEP US,US,American Electric Power Co Inc,Buy,3/11/2021,8000,Com,80,100,84.45,88.91,#N/A,5.56,11.14,#N/A,,,
Kevin Hern,OK,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,3/11/2021,8000,Com,237.13,32,253.59,300.18,#N/A,6.94,26.59,#N/A,,,
Lloyd Doggett,TX,Congress,Democratic,IBM,IBM US,US,International Business Machines Corp,Buy,3/11/2021,8000,Com,121.44,64,143.91,131.87,#N/A,18.50,8.59,#N/A,,,
Marie Newman,IL,Congress,Democratic,UPS,UPS US,US,United Parcel Service Inc,Buy,3/11/2021,32500,Com B,167.24,194,201.06,195.56,#N/A,20.22,16.93,#N/A,,,
Michael Mccaul,TX,Congress,Republican,DOV,DOV US,US,Dover Corp,Buy,3/11/2021,250001,Com,133.86,1866,150.66,172.77,#N/A,12.55,29.07,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,KO,KO US,US,Coca Cola Co,Buy,3/11/2021,8000,Com,50.88,156,55.48,55.67,#N/A,9.04,9.41,#N/A,,,
Susie Lee,NV,Congress,Democratic,COMM,COMM US,US,Commscope Holding Company Inc,Buy,3/11/2021,8000,Com,16.51,484,21.31,15.31,#N/A,29.07,-7.27,#N/A,,,
Susie Lee,NV,Congress,Democratic,REZI,REZI US,US,Resideo Technologies Inc,Buy,3/11/2021,8000,Com,31.51,252,31.11,30.91,#N/A,-1.27,-1.90,#N/A,,,
Susie Lee,NV,Congress,Democratic,VVNT,VVNT US,US,Vivint Smart Home Inc,Buy,3/11/2021,8000,Com A,16.15,494,14.79,12.76,#N/A,-8.42,-20.99,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,PYPL,PYPL US,US,Paypal Holdings Inc,Buy,3/11/2021,32500,Com,253.83,128,263.60,293.26,#N/A,3.85,15.53,#N/A,,,
Alan Lowenthal,CA,Congress,Democratic,ADSK,ADSK US,US,Autodesk Inc,Buy,3/10/2021,40501,Com NPV,263.64,152,278.66,287.46,#N/A,5.70,9.04,#N/A,,,
Kevin Hern,OK,Congress,Republican,XOM,XOM US,US,Exxon Mobil Corp,Buy,3/10/2021,8000,Com NPV,61.77,128,62.13,54.55,#N/A,0.58,-11.69,#N/A,,,
Lois Frankel,FL,Congress,Democratic,PGR,PGR US,US,Progressive Corp,Buy,3/10/2021,8000,Com,92.22,86,95.86,94.26,#N/A,3.95,2.21,#N/A,,,
Michael Mccaul,TX,Congress,Republican,MA,MA US,US,Mastercard Inc,Buy,3/10/2021,65001,Com A,381.7,170,365.26,344.71,#N/A,-4.31,-9.69,#N/A,,,
Michael Mccaul,TX,Congress,Republican,NVDA,NVDA US,US,NVIDIA Corp,Buy,3/10/2021,65001,Com,124.68,520,174.57,226.62,#N/A,40.01,81.76,#N/A,,,
Michael Mccaul,TX,Congress,Republican,WLTW,WLTW US,US,Willis Towers Watson Plc,Buy,3/10/2021,250001,Com,224.23,1114,254.57,227.10,#N/A,13.53,1.28,#N/A,,,
Richard Allen,GA,Congress,Republican,DIS,DIS US,US,Walt Disney Co,Buy,3/10/2021,32500,Com,195.06,166,176.33,184.34,#N/A,-9.60,-5.50,#N/A,,,
Richard Allen,GA,Congress,Republican,NEE,NEE US,US,Nextera Energy Inc,Buy,3/10/2021,8000,Com,74.46,106,72.14,85.03,#N/A,-3.12,14.20,#N/A,,,
Richard Allen,GA,Congress,Republican,TMO,TMO US,US,Thermo Fisher Scientific Inc,Buy,3/10/2021,32500,Com,441.09,72,441.00,569.17,#N/A,-0.02,29.04,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,KO,KO US,US,Coca Cola Co,Buy,3/10/2021,16001,Com,51.44,310,55.65,55.67,#N/A,8.18,8.22,#N/A,,,
Susie Lee,NV,Congress,Democratic,LW,LW US,US,Lamb Weston Holdings Inc,Buy,3/10/2021,8000,Com,80.69,98,83.60,62.16,#N/A,3.61,-22.96,#N/A,,,
Susie Lee,NV,Congress,Democratic,PLNT,PLNT US,US,Planet Fitness Inc,Buy,3/10/2021,8000,Com A,81.77,96,76.73,77.62,#N/A,-6.16,-5.08,#N/A,,,
Susie Lee,NV,Congress,Democratic,SABR,SABR US,US,Sabre Corp,Buy,3/10/2021,8000,Com,15.45,516,14.11,11.11,#N/A,-8.67,-28.09,#N/A,,,
Susie Lee,NV,Congress,Democratic,USFD,USFD US,US,US Foods Holding Corp,Buy,3/10/2021,8000,Com,39.4,202,40.02,32.89,#N/A,1.57,-16.52,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,3/10/2021,175000,Stock Unit,44.97,3890,51.20,49.06,#N/A,13.85,9.09,#N/A,,,
Michael Mccaul,TX,Congress,Republican,NBIX,NBIX US,US,Neurocrine Biosciences Inc,Buy,3/9/2021,65001,Com NPV,91.01,714,95.26,93.73,#N/A,4.67,2.99,#N/A,,,
Michael Mccaul,TX,Congress,Republican,NVDA,NVDA US,US,NVIDIA Corp,Buy,3/9/2021,65001,Com,125.2,518,176.19,226.62,#N/A,40.73,81.01,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,MTCH,MTCH US,US,Match Group Inc,Buy,3/9/2021,16001,Com,152.11,104,143.48,159.36,#N/A,-5.67,4.77,#N/A,,,
Shelley Capito,WV,Senate,Republican,BLK,BLK US,US,Blackrock Inc,Buy,3/9/2021,8000,Com NPV,722,10,884.96,924.83,#N/A,22.57,28.09,#N/A,,,
Shelley Capito,WV,Senate,Republican,JPM,JPM US,US,JP Morgan Chase & Co,Buy,3/9/2021,8000,Com,151.83,52,165.66,159.21,#N/A,9.11,4.86,#N/A,,,
Shelley Capito,WV,Senate,Republican,USB,USB US,US,US Bancorp Delaware,Buy,3/9/2021,8000,Com,52.9,150,60.54,55.83,#N/A,14.44,5.54,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,SPOT,SPOT US,US,Spotify Technology S A,Buy,3/9/2021,8000,Ord,273.58,28,242.66,254.72,#N/A,-11.30,-6.89,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,AMRC,AMRC US,US,Ameresco Inc,Buy,3/9/2021,32500,Com A NPV,42.94,756,57.44,72.13,#N/A,33.77,67.98,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,3/9/2021,207501,Stock Unit,44.64,4648,51.68,49.06,#N/A,15.77,9.90,#N/A,,,
William Steube,FL,Congress,Republican,SNV,SNV US,US,Synovus Financial Corp,Buy,3/9/2021,32500,Com,46.43,698,49.82,41.83,#N/A,7.30,-9.91,#N/A,,,
Ashley Hinson,IA,Congress,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,3/8/2021,8000,Com,2951.95,2,3198.01,3509.29,#N/A,8.34,18.88,#N/A,,,
James Langevin,RI,Congress,Democratic,AAPL,AAPL US,US,Apple Inc,Buy,3/8/2021,8000,Com NPV,116.36,68,125.90,156.69,#N/A,8.20,34.66,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,BHP,BHP AU,AU,BHP Group Limited,Buy,3/8/2021,8000,DR,75.79,104,74.83,61.95,#N/A,-1.27,-18.26,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,D,D US,US,Dominion Energy Inc,Buy,3/8/2021,8000,Com NPV,72,110,76.41,76.52,#N/A,6.12,6.28,#N/A,,,
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,3/8/2021,40501,Stock Unit,14.47,2798,15.87,15.17,#N/A,9.68,4.84,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,CME,CME US,US,CME Group Inc,Buy,3/8/2021,16001,Com A,214.04,74,218.10,193.76,#N/A,1.90,-9.47,#N/A,,,
Susie Lee,NV,Congress,Democratic,PLNT,PLNT US,US,Planet Fitness Inc,Buy,3/8/2021,8000,Com A,85.73,92,74.81,77.62,#N/A,-12.74,-9.46,#N/A,,,
Susie Lee,NV,Congress,Democratic,SABR,SABR US,US,Sabre Corp,Buy,3/8/2021,8000,Com,15.79,506,14.01,11.11,#N/A,-11.27,-29.64,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,SMFR,SMFR US,US,Sema4 Holdings Corp,Buy,3/8/2021,8000,Unit,15.11,528,11.88,9.25,#N/A,-21.38,-38.78,#N/A,,,
Trey Hollingsworth,IN,Congress,Republican,MMP,MMP US,US,Magellan Midstream Partners Lp,Buy,3/8/2021,175000,Stock Unit,45,3888,51.68,49.06,#N/A,14.84,9.02,#N/A,,,
Austin Scott,GA,Congress,Republican,BE,BE US,US,Bloom Energy Corp,Buy,3/5/2021,8000,Ord A,25.61,312,24.73,21.90,#N/A,-3.44,-14.49,#N/A,,,
David Roe,TN,Congress,Republican,INTC,INTC US,US,Intel Corp,Buy,3/5/2021,8000,Com,60.74,130,56.24,53.67,#N/A,-7.41,-11.64,#N/A,,,
David Roe,TN,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,3/5/2021,8000,Com,156.1,50,166.04,173.74,#N/A,6.37,11.30,#N/A,,,
David Roe,TN,Congress,Republican,JPM,JPM US,US,JP Morgan Chase & Co,Buy,3/5/2021,8000,Com,150.91,52,166.17,159.72,#N/A,10.11,5.84,#N/A,,,
David Roe,TN,Congress,Republican,LIN,LIN US,US,Linde Plc,Buy,3/5/2021,8000,Com,247.64,32,298.32,313.88,#N/A,20.47,26.75,#N/A,,,
David Roe,TN,Congress,Republican,LMT,LMT US,US,Lockheed Martin Corp,Buy,3/5/2021,8000,Com,340.43,22,387.35,356.66,#N/A,13.78,4.77,#N/A,,,
Earl Blumenauer,OR,Congress,Democratic,EMBR3,EMBR3 BZ,BZ,Embraer S.A.,Buy,3/5/2021,8000,Com NPV,12.82,624,17.26,22.93,#N/A,34.63,78.86,#N/A,,,
John Yarmuth,KY,Congress,Democratic,AMT,AMT US,US,American Tower Corp,Buy,3/5/2021,8000,Com,200,40,263.35,297.96,#N/A,31.68,48.98,#N/A,,,
John Yarmuth,KY,Congress,Democratic,AVGO,AVGO US,US,Broadcom Inc,Buy,3/5/2021,8000,Com NPV,450.14,16,464.80,493.16,#N/A,3.26,9.56,#N/A,,,
John Yarmuth,KY,Congress,Democratic,CSCO,CSCO US,US,Cisco Systems Inc,Buy,3/5/2021,8000,Com,46.25,172,53.33,59.04,#N/A,15.31,27.65,#N/A,,,
John Yarmuth,KY,Congress,Democratic,NEE,NEE US,US,Nextera Energy Inc,Buy,3/5/2021,8000,Com,70.7,112,72.37,85.34,#N/A,2.36,20.71,#N/A,,,
John Yarmuth,KY,Congress,Democratic,PLD,PLD US,US,Prologis Inc,Buy,3/5/2021,8000,Com,97.37,82,121.87,137.79,#N/A,25.16,41.51,#N/A,,,
Michael Mccaul,TX,Congress,Republican,DXC,DXC US,US,DXC Technology Co,Buy,3/5/2021,207501,Com,27.29,7602,40.36,34.86,#N/A,47.89,27.74,#N/A,,,
Michael Mccaul,TX,Congress,Republican,MRK,MRK US,US,Merck & Co Inc,Buy,3/5/2021,40501,Com,69.73,580,73.91,76.18,#N/A,5.99,9.25,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,SBAC,SBAC US,US,SBA Communications Corp,Buy,3/5/2021,8000,Com A,242.19,32,309.43,366.38,#N/A,27.76,51.28,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,T,T US,US,AT&T Inc,Buy,3/5/2021,8000,Com,29.62,270,29.23,27.19,#N/A,-1.32,-8.20,#N/A,,,
Ronald Wyden,OR,Senate,Democratic,STX,STX US,US,Seagate Technology Holdings Plc,Buy,3/5/2021,8000,Com,73.38,108,97.57,87.19,#N/A,32.97,18.82,#N/A,,,
Susie Lee,NV,Congress,Democratic,BALY,BALY US,US,Bally's Corp,Buy,3/5/2021,8000,Com,59.57,134,57.16,48.76,#N/A,-4.05,-18.15,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,SMFR,SMFR US,US,Sema4 Holdings Corp,Buy,3/5/2021,8000,Unit,16.41,486,11.71,9.92,#N/A,-28.64,-39.55,#N/A,,,
Ashley Hinson,IA,Congress,Republican,TSLA,TSLA US,US,Tesla Inc,Buy,3/4/2021,8000,Com,621.44,12,605.12,735.72,#N/A,-2.63,18.39,#N/A,,,
Austin Scott,GA,Congress,Republican,PLUG,PLUG US,US,Plug Power Inc,Buy,3/4/2021,8000,Com,40.02,198,30.69,26.06,#N/A,-23.31,-34.88,#N/A,,,
Blake Moore,UT,Congress,Republican,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,3/4/2021,8000,DR,230.5,34,219.59,166.99,#N/A,-4.73,-27.55,#N/A,,,
Blake Moore,UT,Congress,Republican,AAPL,AAPL US,US,Apple Inc,Buy,3/4/2021,16001,Com NPV,120.13,132,125.06,151.83,#N/A,4.10,26.39,#N/A,,,
Blake Moore,UT,Congress,Republican,AMZN,AMZN US,US,Amazon Com Inc,Buy,3/4/2021,16001,Com,2977.57,4,3233.99,3470.79,#N/A,8.61,16.56,#N/A,,,
Blake Moore,UT,Congress,Republican,AXP,AXP US,US,American Express Co,Buy,3/4/2021,8000,Com,142.68,56,164.12,165.96,#N/A,15.03,16.32,#N/A,,,
Blake Moore,UT,Congress,Republican,BAC,BAC US,US,Bank of America Corp,Buy,3/4/2021,8000,Com,36.5,218,42.94,41.75,#N/A,17.64,14.38,#N/A,,,
Blake Moore,UT,Congress,Republican,FB,FB US,US,Facebook Inc,Buy,3/4/2021,16001,Com A,257.64,62,329.15,379.38,#N/A,27.76,47.25,#N/A,,,
Blake Moore,UT,Congress,Republican,GOOGL,GOOGL US,US,Alphabet Inc,Buy,3/4/2021,16001,Com C NPV,2033.93,6,2370.59,2893.95,#N/A,16.55,42.28,#N/A,,,
Blake Moore,UT,Congress,Republican,JNJ,JNJ US,US,Johnson & Johnson,Buy,3/4/2021,8000,Com,153.07,52,166.20,173.13,#N/A,8.58,13.11,#N/A,,,
Blake Moore,UT,Congress,Republican,MSFT,MSFT US,US,Microsoft Corp,Buy,3/4/2021,8000,Com,226.73,34,247.30,301.88,#N/A,9.07,33.15,#N/A,,,
Brian Mast,FL,Congress,Republican,AMTX,AMTX US,US,Aemetis Inc,Buy,3/4/2021,56500,Com NPV,13.8,4094,13.77,11.12,#N/A,-0.22,-19.42,#N/A,,,
James Langevin,RI,Congress,Democratic,GNRC,GNRC US,US,Generac Holdings Inc,Buy,3/4/2021,8000,Com,305.72,26,320.69,436.98,#N/A,4.90,42.93,#N/A,,,
Joshua Gottheimer,NJ,Congress,Democratic,MGY,MGY US,US,Magnolia Oil & Gas Corp,Buy,3/4/2021,8000,Com A,11.97,668,14.39,15.68,#N/A,20.22,30.99,#N/A,,,
Mark Green,TN,Congress,Republican,BPMP,BPMP US,US,Bp Midstream Partners Lp,Buy,3/4/2021,32500,Stock Unit,12.05,2696,14.22,13.14,#N/A,18.01,9.05,#N/A,,,
Mark Green,TN,Congress,Republican,USAC,USAC US,US,Usa Compression Partners Lp,Buy,3/4/2021,75000,Stock Unit,14.3,5244,15.44,15.16,#N/A,7.97,6.01,#N/A,,,
Michael Mccaul,TX,Congress,Republican,PAHC,PAHC US,US,Phibro Animal Health Corp,Buy,3/4/2021,16001,Com A,22.83,700,28.54,24.29,#N/A,25.01,6.40,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,SBAC,SBAC US,US,SBA Communications Corp,Buy,3/4/2021,8000,Com A,235.92,32,309.61,358.97,#N/A,31.24,52.16,#N/A,,,
Ronald Wyden,OR,Senate,Democratic,AVGO,AVGO US,US,Broadcom Inc,Buy,3/4/2021,8000,Com NPV,443.59,18,473.73,497.21,#N/A,6.79,12.09,#N/A,,,
Ronald Wyden,OR,Senate,Democratic,STX,STX US,US,Seagate Technology Holdings Plc,Buy,3/4/2021,8000,Com,71.61,110,98.03,87.59,#N/A,36.89,22.32,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,AI,AI US,US,C3.ai Inc,Buy,3/4/2021,32500,Com A,88.51,366,76.15,51.54,#N/A,-13.96,-41.77,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,ALL,ALL US,US,Allstate Corp,Buy,3/4/2021,32500,Com,109.35,296,138.14,135.28,#N/A,26.33,23.71,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,CCL,CCL US,US,Carnival Corp,Buy,3/4/2021,32500,Com,27.4,1186,31.31,24.14,#N/A,14.27,-11.90,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,IP,IP US,US,International Paper Co,Buy,3/4/2021,32500,Com,49.28,658,59.87,56.90,#N/A,21.49,15.46,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,LUV,LUV US,US,Southwest Airlines Co,Buy,3/4/2021,32500,Com,56.08,578,60.87,49.78,#N/A,8.54,-11.23,#N/A,,,
Walter Schrader,OR,Congress,Democratic,STX,STX US,US,Seagate Technology Holdings Plc,Buy,3/4/2021,8000,Com,71.61,110,98.03,87.59,#N/A,36.89,22.32,#N/A,,,
James Langevin,RI,Congress,Democratic,AAPL,AAPL US,US,Apple Inc,Buy,3/4/2021,8000,Com NPV,120.13,66,125.06,151.83,#N/A,4.10,26.39,#N/A,,,
Tomasz Malinowski,NJ,Congress,Democratic,AI,AI US,US,C3.ai Inc,Buy,3/4/2021,32500,Com A,88.51,366,76.15,51.54,#N/A,-13.96,-41.77,#N/A,,,
Addison Mcconnell,KY,Senate,Republican,WFC,WFC US,US,Wells Fargo & Co,Buy,3/3/2021,8000,Com,37.69,212,47.26,48.41,#N/A,25.39,28.44,#N/A,,,
James Langevin,RI,Congress,Democratic,BABA,9988 HK,HK,Alibaba Group Holding Ltd,Buy,3/3/2021,8000,Ord,236.27,32,219.48,162.29,#N/A,-7.11,-31.31,#N/A,,,
Shelley Capito,WV,Senate,Republican,UBSI,UBSI US,US,United Bankshares Inc,Buy,3/3/2021,175000,Com,39,4486,41.71,36.14,#N/A,6.95,-7.33,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,LLY,LLY US,US,Eli Lilly & Co,Buy,3/3/2021,75000,Com NPV,202,370,198.42,262.31,#N/A,-1.77,29.86,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,QCOM,QCOM US,US,Qualcomm Inc,Buy,3/3/2021,75000,Com,131.66,568,133.94,145.94,#N/A,1.73,10.85,#N/A,,,
Walter Schrader,OR,Congress,Democratic,GE,GE US,US,General Electric Co,Buy,3/3/2021,8000,Com,107.52,74,113.20,105.19,#N/A,5.28,-2.17,#N/A,,,
Deborah Dingell,MI,Congress,Democratic,PEP,PEP US,US,Pepsico Inc,Buy,3/2/2021,32500,Com,131.07,246,147.63,156.00,#N/A,12.63,19.02,#N/A,,,
Michael Mccaul,TX,Congress,Republican,FCN,FCN US,US,FTI Consulting Inc,Buy,3/2/2021,16001,Com,116.39,136,137.43,140.95,#N/A,18.08,21.10,#N/A,,,
Michael Mccaul,TX,Congress,Republican,NSIT,NSIT US,US,Insight Enterprises Inc,Buy,3/2/2021,16001,Com,85.55,186,104.30,102.84,#N/A,21.92,20.21,#N/A,,,
Rohit Khanna,CA,Congress,Democratic,FB,FB US,US,Facebook Inc,Buy,3/2/2021,8000,Com A,259,30,329.13,380.66,#N/A,27.08,46.97,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,PTC,PTC US,US,Ptc Inc,Buy,3/2/2021,75000,Com,136.51,548,131.90,132.47,#N/A,-3.38,-2.96,#N/A,,,
Thomas Suozzi,NY,Congress,Democratic,PYPL,PYPL US,US,Paypal Holdings Inc,Buy,3/2/2021,75000,Com,269.19,278,259.27,288.47,#N/A,-3.69,7.16,#N/A,,,
